Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Signal peptide	Topological domain	Subcellular location [CC]	yourlist:M201905316746803381A1F0E0DB47453E0216320D1CCA86Y
P55040	GEM_HUMAN	reviewed	GTP-binding protein GEM (GTP-binding mitogen-induced T-cell protein) (RAS-like protein KIR)	GEM KIR	Homo sapiens (Human)	296				SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side.	P55040
Q6DN12	MCTP2_HUMAN	reviewed	Multiple C2 and transmembrane domain-containing protein 2	MCTP2	Homo sapiens (Human)	878	TRANSMEM 697 717 Helical. {ECO:0000255}.; TRANSMEM 802 822 Helical. {ECO:0000255}.			SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Q6DN12-4
Q5TC84	OGRL1_HUMAN	reviewed	Opioid growth factor receptor-like protein 1	OGFRL1	Homo sapiens (Human)	451					Q5TC84
O95755	RAB36_HUMAN	reviewed	Ras-related protein Rab-36	RAB36	Homo sapiens (Human)	333				SUBCELLULAR LOCATION: Golgi apparatus membrane; Lipid-anchor.	O95755
P80297	MT1X_HUMAN	reviewed	Metallothionein-1X (MT-1X) (Metallothionein-IX) (MT-IX)	MT1X	Homo sapiens (Human)	61					P80297
P15531	NDKA_HUMAN	reviewed	Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)	NME1 NDPKA NM23	Homo sapiens (Human)	152				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16442775}. Nucleus {ECO:0000269|PubMed:16442775}. Note=Cell-cycle dependent nuclear localization which can be induced by interaction with Epstein-barr viral proteins or by degradation of the SET complex by GzmA.	P15531
Q9NV31	IMP3_HUMAN	reviewed	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (BRMS2)	IMP3 C15orf12 MRPS4	Homo sapiens (Human)	184				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12655004}.	Q9NV31
A8MTT3	CEBOS_HUMAN	reviewed	Protein CEBPZOS (CEBPZ antisense RNA 1) (CEBPZ opposite strand)	CEBPZOS CEBPZ-AS1	Homo sapiens (Human)	80	TRANSMEM 15 32 Helical. {ECO:0000255}.			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:25002142}; Single-pass membrane protein {ECO:0000255}.	A8MTT3
Q9NR00	TCIM_HUMAN	reviewed	Transcriptional and immune response regulator (Thyroid cancer protein 1) (TC-1)	TCIM C8orf4 TC1	Homo sapiens (Human)	106				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16424001, ECO:0000269|PubMed:25985737}. Nucleus, nucleolus {ECO:0000269|PubMed:16424001}. Nucleus speckle {ECO:0000269|PubMed:16424001}. Nucleus {ECO:0000269|PubMed:16424001}. Note=Localizes in nucleus speckles in presence of CBY1 (PubMed:16424001). Translocates to the nucleus upon cellular stress such as H(2)O(2) (PubMed:17603013). {ECO:0000269|PubMed:16424001, ECO:0000269|PubMed:17603013}.	Q9NR00
Q96FZ2	HMCES_HUMAN	reviewed	Abasic site processing protein HMCES (Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein) (ES cell-specific 5hmC-binding protein) (Peptidase HMCES) (EC 3.4.-.-) (Putative endonuclease HMCES) (EC 3.1.25.-) (SRAP domain-containing protein 1)	HMCES C3orf37 DC12 SRAPD1	Homo sapiens (Human)	354				SUBCELLULAR LOCATION: Chromosome {ECO:0000269|PubMed:30554877}. Note=Recruited to chromatin following DNA damage (PubMed:30554877). Localizes to replication forks (PubMed:30554877). {ECO:0000269|PubMed:30554877}.	Q96FZ2
Q8WTX7	CAST1_HUMAN	reviewed	Cytosolic arginine sensor for mTORC1 subunit 1 (Cellular arginine sensor for mTORC1 protein 1) (GATS-like protein 3)	CASTOR1 GATSL3	Homo sapiens (Human)	329				SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:26972053}.	Q8WTX7
G5E9Z6	G5E9Z6_HUMAN	unreviewed	Gamma-aminobutyric acid (GABA) A receptor, alpha 2, isoform CRA_b (Gamma-aminobutyric acid A receptor alpha 2 isoform 1) (Gamma-aminobutyric acid receptor subunit alpha-2)	GABRA2 hCG_15318	Homo sapiens (Human)	367	TRANSMEM 250 274 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 281 300 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 315 337 Helical. {ECO:0000256|SAM:Phobius}.	SIGNAL 1 28 {ECO:0000256|SAM:SignalP}.			G5E9Z6
Q13015	AF1Q_HUMAN	reviewed	Protein AF1q	MLLT11 AF1Q	Homo sapiens (Human)	90				SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21715312, ECO:0000269|PubMed:26079538}. Cytoplasm {ECO:0000269|PubMed:21715312, ECO:0000269|PubMed:26079538}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:21715312}. Note=Continuous nuclear export is followed by degradation. {ECO:0000269|PubMed:21715312}.	Q13015
Q96CC6	RHDF1_HUMAN	reviewed	Inactive rhomboid protein 1 (iRhom1) (Epidermal growth factor receptor-related protein) (Rhomboid 5 homolog 1) (Rhomboid family member 1) (p100hRho)	RHBDF1 C16orf8 DIST1 IRHOM1	Homo sapiens (Human)	855	TRANSMEM 412 432 Helical. {ECO:0000255}.; TRANSMEM 656 676 Helical. {ECO:0000255}.; TRANSMEM 692 712 Helical. {ECO:0000255}.; TRANSMEM 715 735 Helical. {ECO:0000255}.; TRANSMEM 747 767 Helical. {ECO:0000255}.; TRANSMEM 773 793 Helical. {ECO:0000255}.; TRANSMEM 804 824 Helical. {ECO:0000255}.		TOPO_DOM 1 411 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 433 655 Lumenal. {ECO:0000255}.; TOPO_DOM 677 691 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 713 714 Lumenal. {ECO:0000255}.; TOPO_DOM 736 746 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 768 772 Lumenal. {ECO:0000255}.; TOPO_DOM 794 803 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 825 855 Lumenal. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15965977, ECO:0000269|PubMed:18832597, ECO:0000269|PubMed:21439629}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:15965977, ECO:0000269|PubMed:18832597}; Multi-pass membrane protein {ECO:0000255}. Note=Predominantly localized in the endoplasmic reticulum membrane (PubMed:15965977). {ECO:0000269|PubMed:15965977}.	Q96CC6
Q68D10	SPT2_HUMAN	reviewed	Protein SPT2 homolog (Protein KU002155) (SPT2 domain-containing protein 1)	SPTY2D1	Homo sapiens (Human)	685				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:E1BUG7}.	Q68D10
Q6ZSY5	PPR3F_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 3F (R3F)	PPP1R3F	Homo sapiens (Human)	799	TRANSMEM 769 789 Helical. {ECO:0000255}.		TOPO_DOM 1 768 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 790 799 Extracellular. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.	Q6ZSY5
P09455	RET1_HUMAN	reviewed	Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I)	RBP1 CRBP1	Homo sapiens (Human)	135				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:22665496}. Lipid droplet {ECO:0000269|PubMed:15632377}.	P09455
Q70EK8	UBP53_HUMAN	reviewed	Inactive ubiquitin carboxyl-terminal hydrolase 53 (Inactive ubiquitin-specific peptidase 53)	USP53 KIAA1350	Homo sapiens (Human)	1073				SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000250|UniProtKB:P15975}.	Q70EK8
O95631	NET1_HUMAN	reviewed	Netrin-1 (Epididymis tissue protein Li 131P)	NTN1 NTN1L	Homo sapiens (Human)	604		SIGNAL 1 24 {ECO:0000255}.		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:O09118}.	O95631
D6RBR6	D6RBR6_HUMAN	unreviewed	Epsin-3 (Fragment)	EPN3	Homo sapiens (Human)	108					D6RBR6
O60603	TLR2_HUMAN	reviewed	Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282)	TLR2 TIL4	Homo sapiens (Human)	784	TRANSMEM 589 609 Helical. {ECO:0000255}.	SIGNAL 1 20 {ECO:0000255}.	TOPO_DOM 21 588 Extracellular. {ECO:0000255}.; TOPO_DOM 610 784 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q9QUN7}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle, phagosome membrane {ECO:0000250|UniProtKB:Q9QUN7}; Single-pass type I membrane protein {ECO:0000255}. Membrane raft {ECO:0000269|PubMed:16880211}. Note=Does not reside in lipid rafts before stimulation but accumulates increasingly in the raft upon the presence of the microbial ligand. In response to diacylated lipoproteins, TLR2:TLR6 heterodimers are recruited in lipid rafts, this recruitment determines the intracellular targeting to the Golgi apparatus. Triacylated lipoproteins induce the same mechanism for TLR2:TLR1 heterodimers. {ECO:0000269|PubMed:16880211}.	O60603
Q7KZI7	MARK2_HUMAN	reviewed	Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b)	MARK2 EMK1	Homo sapiens (Human)	788				SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cytoplasm. Lateral cell membrane. Cytoplasm, cytoskeleton. Cell projection, dendrite {ECO:0000269|PubMed:23666762}. Cytoplasm {ECO:0000269|PubMed:23666762}. Note=Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.	Q7KZI7
O15155	BET1_HUMAN	reviewed	BET1 homolog (hBET1) (Golgi vesicular membrane-trafficking protein p18)	BET1	Homo sapiens (Human)	118	TRANSMEM 95 115 Helical; Anchor for type IV membrane protein. {ECO:0000255}.		TOPO_DOM 1 94 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 116 118 Vesicular. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}. Note=Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2. Greatly reduced in concentration at the trans end of the Golgi apparatus (By similarity). {ECO:0000250}.	O15155
O15446	RPA34_HUMAN	reviewed	DNA-directed RNA polymerase I subunit RPA34 (A34.5) (Antisense to ERCC-1 protein) (ASE-1) (CD3-epsilon-associated protein) (CAST) (CD3E-associated protein) (RNA polymerase I-associated factor PAF49)	CD3EAP ASE1 CAST PAF49	Homo sapiens (Human)	510				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:9426281}. Chromosome {ECO:0000269|PubMed:9426281}. Note=Found at the fibrillar centers of the nucleolus in interphase and during cell division it is localized to the nucleolus organizer regions of the chromosomes.	O15446
Q86WX3	AROS_HUMAN	reviewed	Active regulator of SIRT1 (40S ribosomal protein S19-binding protein 1) (RPS19-binding protein 1) (S19BP)	RPS19BP1 AROS	Homo sapiens (Human)	136				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:17964266}.	Q86WX3
Q9HAR2	AGRL3_HUMAN	reviewed	Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)	ADGRL3 KIAA0768 LEC3 LPHN3	Homo sapiens (Human)	1447	TRANSMEM 867 889 Helical; Name=1. {ECO:0000255}.; TRANSMEM 902 919 Helical; Name=2. {ECO:0000255}.; TRANSMEM 934 956 Helical; Name=3. {ECO:0000255}.; TRANSMEM 969 988 Helical; Name=4. {ECO:0000255}.; TRANSMEM 1008 1030 Helical; Name=5. {ECO:0000255}.; TRANSMEM 1050 1072 Helical; Name=6. {ECO:0000255}.; TRANSMEM 1082 1104 Helical; Name=7. {ECO:0000255}.	SIGNAL 1 19 {ECO:0000255}.	TOPO_DOM 20 866 Extracellular. {ECO:0000255}.; TOPO_DOM 890 901 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 920 933 Extracellular. {ECO:0000255}.; TOPO_DOM 957 968 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 989 1007 Extracellular. {ECO:0000255}.; TOPO_DOM 1031 1049 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 1073 1081 Extracellular. {ECO:0000255}.; TOPO_DOM 1105 1447 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26235030}; Multi-pass membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q80TS3}. Cell junction {ECO:0000250|UniProtKB:Q80TS3}.	Q9HAR2-2
P30046	DOPD_HUMAN	reviewed	D-dopachrome decarboxylase (EC 4.1.1.84) (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)	DDT	Homo sapiens (Human)	118				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	P30046
Q9NX14	NDUBB_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Complex I-ESSS) (CI-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit) (Neuronal protein 17.3) (Np17.3) (p17.3)	NDUFB11 UNQ111/PRO1064	Homo sapiens (Human)	153	TRANSMEM 89 109 Helical. {ECO:0000255}.			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000305}.	Q9NX14
O75787	RENR_HUMAN	reviewed	Renin receptor (ATPase H(+)-transporting lysosomal accessory protein 2) (ATPase H(+)-transporting lysosomal-interacting protein 2) (ER-localized type I transmembrane adaptor) (Embryonic liver differentiation factor 10) (N14F) (Renin/prorenin receptor) (Vacuolar ATP synthase membrane sector-associated protein M8-9) (ATP6M8-9) (V-ATPase M8.9 subunit)	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072	Homo sapiens (Human)	350	TRANSMEM 303 323 Helical. {ECO:0000255}.	SIGNAL 1 16 {ECO:0000255}.	TOPO_DOM 17 302 Extracellular. {ECO:0000255}.; TOPO_DOM 324 350 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	O75787
O00592	PODXL_HUMAN	reviewed	Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1)	PODXL PCLP PCLP1	Homo sapiens (Human)	558	TRANSMEM 462 482 Helical. {ECO:0000255}.	SIGNAL 1 22 {ECO:0000255}.	TOPO_DOM 23 461 Extracellular. {ECO:0000255}.; TOPO_DOM 483 558 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Apical cell membrane. Cell projection, lamellipodium. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus {ECO:0000250}. Membrane raft {ECO:0000250}. Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=In single attached epithelial cells is restricted to a preapical pole on the free plasma membrane whereas other apical and basolateral proteins are not yet polarized. Colocalizes with SLC9A3R2 at the apical plasma membrane during epithelial polarization. Colocalizes with SLC9A3R1 at the trans-Golgi network (transiently) and at the apical plasma membrane. Its association with the membrane raft is transient. Colocalizes with actin filaments, EZR and SLC9A3R1 in a punctate pattern at the apical cell surface where microvilli form. Colocalizes with EZR and SLC9A3R2 at the apical cell membrane of glomerular epithelium cells (By similarity). Forms granular, punctuated pattern, forming patches, preferentially adopting a polar distribution, located on the migrating poles of the cell or forming clusters along the terminal ends of filipodia establishing contact with the endothelial cells. Colocalizes with the submembrane actin of lamellipodia, particularly associated with ruffles. Colocalizes with vinculin at protrusions of cells. Colocalizes with ITGB1. Colocalizes with PARD3, PRKCI, EXOC5, OCLN, RAB11A and RAB8A in apical membrane initiation sites (AMIS) during the generation of apical surface and luminogenesis (By similarity). {ECO:0000250}.	O00592-2
Q8TEV9	SMCR8_HUMAN	reviewed	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein)	SMCR8	Homo sapiens (Human)	937				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:27193190, ECO:0000269|PubMed:28195531}. Nucleus {ECO:0000269|PubMed:28195531}. Note=Localizes mainly in the cytoplasm. {ECO:0000269|PubMed:28195531}.	Q8TEV9
O76070	SYUG_HUMAN	reviewed	Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR)	SNCG BCSG1 PERSYN PRSN	Homo sapiens (Human)	127				SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:11746666}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:11746666}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:11746666}. Note=Associated with centrosomes in several interphase cells. In mitotic cells, localized to the poles of the spindle.	O76070
P13693	TCTP_HUMAN	reviewed	Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23)	TPT1	Homo sapiens (Human)	172				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9059837}.	P13693
Q8TC44	POC1B_HUMAN	reviewed	POC1 centriolar protein homolog B (Pix1) (Proteome of centriole protein 1B) (WD repeat-containing protein 51B)	POC1B WDR51B	Homo sapiens (Human)	478				SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:19109428, ECO:0000269|PubMed:23015594}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:20008567}. Cytoplasm, cytoskeleton, spindle pole. Note=Component of both mother and daughter centrioles. Localizes to the basal body and centriole adjacent to the connecting cilium of photoreceptors and in synapses of the outer plexiform layer. {ECO:0000250|UniProtKB:Q8BHD1}.	Q8TC44-2
P18146	EGR1_HUMAN	reviewed	Early growth response protein 1 (EGR-1) (AT225) (Nerve growth factor-induced protein A) (NGFI-A) (Transcription factor ETR103) (Transcription factor Zif268) (Zinc finger protein 225) (Zinc finger protein Krox-24)	EGR1 KROX24 ZNF225	Homo sapiens (Human)	543				SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20363028}. Cytoplasm {ECO:0000269|PubMed:20363028}.	P18146
P51946	CCNH_HUMAN	reviewed	Cyclin-H (MO15-associated protein) (p34) (p37)	CCNH	Homo sapiens (Human)	323				SUBCELLULAR LOCATION: Nucleus.	P51946
Q9UMS0	NFU1_HUMAN	reviewed	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5)	NFU1 HIRIP5 CGI-33	Homo sapiens (Human)	254				SUBCELLULAR LOCATION: Mitochondrion. Cytoplasm, cytosol.	Q9UMS0-3
P14927	QCR7_HUMAN	reviewed	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	UQCRB UQBP	Homo sapiens (Human)	111				SUBCELLULAR LOCATION: Mitochondrion inner membrane.	P14927
Q8TF42	UBS3B_HUMAN	reviewed	Ubiquitin-associated and SH3 domain-containing protein B (EC 3.1.3.48) (Cbl-interacting protein p70) (Suppressor of T-cell receptor signaling 1) (STS-1) (T-cell ubiquitin ligand 2) (TULA-2) (Tyrosine-protein phosphatase STS1/TULA2)	UBASH3B KIAA1959 STS1	Homo sapiens (Human)	649				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000305}.	Q8TF42
H7C417	H7C417_HUMAN	unreviewed	Uncharacterized protein (Fragment)		Homo sapiens (Human)	338					H7C417
Q3T8J9	GON4L_HUMAN	reviewed	GON-4-like protein (GON-4 homolog)	GON4L GON4 KIAA1606	Homo sapiens (Human)	2241				SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00810}.	Q3T8J9-3
O43903	GAS2_HUMAN	reviewed	Growth arrest-specific protein 2 (GAS-2)	GAS2	Homo sapiens (Human)	313				SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:P11862}. Membrane {ECO:0000250|UniProtKB:P11862}; Peripheral membrane protein {ECO:0000250|UniProtKB:P11862}. Note=Component of the microfilament system. Colocalizes with actin fibers at the cell border and along the stress fibers in growth-arrested fibroblasts. Mainly membrane-associated. When hyperphosphorylated, accumulates at membrane ruffles. {ECO:0000250|UniProtKB:P11862}.	O43903
Q8TDX6	CGAT1_HUMAN	reviewed	Chondroitin sulfate N-acetylgalactosaminyltransferase 1 (CsGalNAcT-1) (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 1) (Beta4GalNAcT-1)	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287	Homo sapiens (Human)	532	TRANSMEM 15 35 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.		TOPO_DOM 1 14 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 36 532 Lumenal. {ECO:0000255}.	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000305|PubMed:11788602}; Single-pass type II membrane protein {ECO:0000305|PubMed:11788602}.	Q8TDX6-2
Q7KYR7	BT2A1_HUMAN	reviewed	Butyrophilin subfamily 2 member A1	BTN2A1 BT2.1 BTF1	Homo sapiens (Human)	527	TRANSMEM 249 269 Helical. {ECO:0000255}.	SIGNAL 1 28 {ECO:0000255}.	TOPO_DOM 29 248 Extracellular. {ECO:0000255}.; TOPO_DOM 270 527 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	Q7KYR7-5
Q8IXL6	FA20C_HUMAN	reviewed	Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK)	FAM20C DMP4	Homo sapiens (Human)	584		SIGNAL 1 22 {ECO:0000255}.		SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:26091039}. Golgi apparatus {ECO:0000250|UniProtKB:Q5MJS3}.	Q8IXL6
P0DPD7	EFMT4_HUMAN	reviewed	EEF1A lysine methyltransferase 4 (EC 2.1.1.-)	EEF1AKMT4	Homo sapiens (Human)	255					P0DPD7
O43172	PRP4_HUMAN	reviewed	U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4 homolog) (hPrp4) (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4)	PRPF4 PRP4	Homo sapiens (Human)	522				SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:25383878, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28781166, ECO:0000269|PubMed:9257651, ECO:0000269|PubMed:9328476, ECO:0000269|PubMed:9404889}. Nucleus speckle {ECO:0000305}.	O43172-2
P53365	ARFP2_HUMAN	reviewed	Arfaptin-2 (ADP-ribosylation factor-interacting protein 2) (Partner of RAC1) (Protein POR1)	ARFIP2 POR1	Homo sapiens (Human)	341					P53365-3
Q96LT4	SAMD8_HUMAN	reviewed	Sphingomyelin synthase-related protein 1 (SMSr) (EC 2.7.8.-) (Ceramide phosphoethanolamine synthase) (CPE synthase) (Sterile alpha motif domain-containing protein 8) (SAM domain-containing protein 8)	SAMD8	Homo sapiens (Human)	415	TRANSMEM 153 173 Helical. {ECO:0000255}.; TRANSMEM 201 221 Helical. {ECO:0000255}.; TRANSMEM 232 252 Helical. {ECO:0000255}.; TRANSMEM 277 297 Helical. {ECO:0000255}.; TRANSMEM 322 342 Helical. {ECO:0000255}.; TRANSMEM 347 367 Helical. {ECO:0000255}.		TOPO_DOM 368 415 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19506037}; Multi-pass membrane protein {ECO:0000269|PubMed:19506037}.	Q96LT4-2
